BusNumber,BusName,PnaBus,PssBus,NspBus,VoltageBase,ExModelRetentionFlag,ExternalModelXref,VisibleBus,HighVoltageLimit1,LowVoltageLimit1,HighVoltageLimit2,LowVoltageLimit2,HighVoltageLimit3,LowVoltageLimit3,VoltConstraintSiWeightFactor,VoltConstraintHardnessFactor,CaCaseVoltConstraintHardFactor,VoltConstraintMonitorStatus,VoltConstraintEnforceStatus,VoltLimitMonitorCaCase,VoltLimitEnforceCaCase,VoltChangeHiLimit1,VoltChangeLowLimit1,VoltChangeHiLimit2,VoltChangeLowLimit2,VoltChangeHiLimit3,VoltChangeLowLimit3,VoltChngLimitSevWtCaCase,VoltChngLimitHardness,VoltChngLimitMonitor,VoltChngLimitEnforce,RegionOfInterest,AssetLabel,PseudoBus,ScheduleDataFlag,StationNumberRef,VoltageLimitAnalogPointRef,LimitNumber,HighDynLimit1,HighDynLimit2,HighDynLimit3,LowDynLimit1,LowDynLimit2,LowDynLimit3,VoltStandardDeviation,VoltCmeUsage,VoltOverrideStatus,VoltReplacementValue,VoltMeasurementSection,NetStatProcKvThresholdLimit,SetOrder1,VoltAnalogPointRef,AngleCmeUsage,AngleMeasurementSection,SetOrder2,AngleAnalogPointRef,StaticBusSplitIndicatorRef
1208,FRANCIS 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,0.3741,-0.3741,0.7482,-0.7482,0.7482,-0.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3!3,In/Out!In/Out,Normal!Normal,NULL!NULL,999!996,NULL!NULL,1!2,183167!183168,NULL,NULL,NULL,NULL,NULL
1209,IMPR VLY 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL,999!50!92!53!4,NULL!NULL!NULL!NULL!NULL,1245!3579!3580!3583!3586,2279!32521!32522!32514!2278,NULL,NULL,NULL,NULL,NULL
1210,IMPR VLY 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1!1!1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,14!64!13!63!3!11!17!183!3!999!50!998!49,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,1!2!3!4!5!6!7!8!9!10!11!12!13,16313!16325!16319!16322!16316!3501!224305!228702!16330!16328!16327!224307!224306,NULL,NULL,NULL,NULL,NULL
1211,WHIRLWIN 220,Yes,Yes,Yes,230,Retain,NULL,Yes,241.5,218.5,253,207,253,207,1,1,1,On,On,On,On,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,On,UseStationFlag,NULL,No,Yes,774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL!NULL,999!50!52!998!49!12!516,NULL!NULL!NULL!NULL!NULL!NULL!NULL,1!2!3!4!5!6!7,217572!217576!217557!3175!3179!226034!125677,Out!Out!Out!Out,999!998!50!49,1!2!3!4,300596!300597!300598!300599,311013
1212,ANTELOPE 500,Yes,Yes,Yes,525,Retain,NULL,Yes,551.25,498.75,577.5,472.5,577.5,472.5,1,1,1,On,On,On,On,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,On,UseStationFlag,NULL,No,Yes,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL,124!129!999!50!2!5,NULL!NULL!NULL!NULL!NULL!NULL,1!2!3!4!5!6,218062!218065!218057!218061!218025!218049,Out!Out,999!50,1!2,300402!300403,300558
1213,MISSION 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2131!2132,NULL,NULL,NULL,NULL,NULL
1214,ANTL 13 1AA,Yes,Yes,Yes,13.8,Retain,NULL,Yes,15.18,12.42,15.18,12.42,15.18,12.42,1,1,1,Off,Off,Off,Off,0.414,-0.414,0.828,-0.828,0.828,-0.828,1,1,Off,Off,UseStationFlag,NULL,No,Yes,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1215,TALEGA 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,50!999,NULL!NULL,1!2,33032!33031,NULL,NULL,NULL,NULL,NULL
1216,ENCINA 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2072!2073,NULL,NULL,NULL,NULL,NULL
1217,OLD TOWN 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2030!2031,NULL,NULL,NULL,NULL,NULL
1218,ESCONDID 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2148!2149,NULL,NULL,NULL,NULL,NULL
1219,ANTL 13 2AA,Yes,Yes,Yes,13.8,Retain,NULL,Yes,15.18,12.42,15.18,12.42,15.18,12.42,1,1,1,Off,Off,Off,Off,0.414,-0.414,0.828,-0.828,0.828,-0.828,1,1,Off,Off,UseStationFlag,NULL,No,Yes,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1220,SANLUIRY 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2246!2244,NULL,NULL,NULL,NULL,NULL
1221,GOODRICH 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,115919!115920,NULL,NULL,NULL,NULL,NULL
1222,COACHLLA 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,11!12,221244!221245,NULL,NULL,NULL,NULL,NULL
1223,DIEMER 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Out,Block,NULL,990,NULL,1,300900,Out,990,1,301000,NULL
1224,ANTELOPE 1AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1225,EL CNTR 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,1,NULL,11,221268,NULL,NULL,NULL,NULL,NULL
1226,BLM EAST 14,Yes,Yes,Yes,13.22,Retain,NULL,Yes,14.542,11.898,14.542,11.898,14.542,11.898,1,1,1,Off,Off,Off,Off,0.3966,-0.3966,0.7932,-0.7932,0.7932,-0.7932,1,1,Off,Off,UseStationFlag,NULL,No,Yes,294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1227,SILVR PK 55,Yes,Yes,Yes,55,Retain,NULL,Yes,60.5,49.5,60.5,49.5,60.5,49.5,1,1,1,On,Off,On,Off,1.65,-1.65,3.3,-3.3,3.3,-3.3,1,1,On,Off,UseStationFlag,NULL,No,Yes,790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,999!101!301,NULL!NULL!NULL,1!2!3,1825!1951!1950,NULL,NULL,NULL,NULL,NULL
1228,BLAST 115,Yes,Yes,Yes,115,Retain,NULL,Yes,123.37,111.62,129.25,105.75,129.25,105.75,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,1!2,NULL!NULL,44!440,217350!217356,NULL,NULL,NULL,NULL,NULL
1229,CENTER A 66,Yes,Yes,Yes,69,Retain,NULL,Yes,71.4,64.6,74.8,61.2,74.8,61.2,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,Out!In/Out!In/Out,Block!Normal!Normal,NULL!NULL!NULL,999!9!178,NULL!NULL!NULL,1!3!33,106991!138649!138682,Out,999,1,300260,NULL
1230,POOLE 115,Yes,Yes,Yes,115,Retain,NULL,Yes,126,114,127.05,103.95,127.05,103.95,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1231,POOLE 7,Yes,Yes,Yes,7,Retain,NULL,Yes,7.35,6.65,7.35,6.65,7.35,6.65,1,1,1,Off,Off,Off,Off,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,10,196869,NULL,NULL,NULL,NULL,NULL
1232,RITEAID 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1233,WINDHUB 500,Yes,Yes,Yes,525,Retain,NULL,Yes,551.25,498.75,577.5,472.5,577.5,472.5,1,1,1,On,On,On,On,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,On,UseStationFlag,NULL,No,Yes,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,999!50!6!5!116!119!1!3,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,1!2!3!4!5!6!7!8,216256!216260!216248!216225!216274!216265!220193!220218,Out!Out,999!50,1!2,300561!300562,301999
1234,SOUTHCAP 115,Yes,Yes,Yes,115,Retain,NULL,Yes,123.37,105,129.25,104,129.25,104,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,101,NULL,440,180141,NULL,NULL,NULL,NULL,NULL
1235,SOUTHCAP 115,Yes,Yes,Yes,115,Retain,NULL,Yes,123.37,105,129.25,104,129.25,104,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1236,US BORAX 33,Yes,Yes,Yes,34.5,Retain,NULL,Yes,36.3,29.7,36.3,29.7,36.3,29.7,1,1,1,Off,Off,Off,Off,0.99,-0.99,1.98,-1.98,1.98,-1.98,1,1,Off,Off,UseStationFlag,NULL,No,Yes,809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,In/Out,Normal,NULL,204,NULL,111,221808,NULL,NULL,NULL,NULL,NULL
1237,MTN VIEW 220,Yes,Yes,Yes,230,Retain,NULL,Yes,241.5,218.5,253,207,253,207,1,1,1,On,On,On,On,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,On,UseStationFlag,NULL,No,Yes,810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out!Out,1!2,1!2,300600!300601,301959
1238,MTN VIEW 18,Yes,Yes,Yes,18,Retain,NULL,Yes,19.8,16.2,19.8,16.2,19.8,16.2,1,1,1,On,On,On,On,0.54,-0.54,1.08,-1.08,1.08,-1.08,1,1,On,On,UseStationFlag,NULL,No,Yes,810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL,101!105!104!201!204!205,NULL!NULL!NULL!NULL!NULL!NULL,1!2!3!4!5!6,204650!204653!204656!204641!204647!204644,NULL,NULL,NULL,NULL,NULL
1239,MIDWIND 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1240,WINDHUB 3AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1241,SOUTH/OAK,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,4,NULL,1,76519,NULL,NULL,NULL,NULL,NULL
1242,WINDHUB 4AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1243,NORTH/ZOND,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1244,DUTCHWIN 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,999!999!999,NULL!NULL!NULL,443!9777!9778,76473!76472!76474,NULL,NULL,NULL,NULL,NULL
1245,FLOWIND 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!999,NULL!NULL,444!445,76547!76546,NULL,NULL,NULL,NULL,NULL
1246,CANWIND 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,999!999!999,NULL!NULL!NULL,445!9775!9776,76461!76460!76462,NULL,NULL,NULL,NULL,NULL
1247,ENWIND 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!Out!Out,Normal!Block!Block,NULL!NULL!NULL,999!999!999,NULL!NULL!NULL,446!9779!9780,76484!76485!76486,NULL,NULL,NULL,NULL,NULL
1248,TAP 35,Yes,Yes,Yes,69,Retain,NULL,Yes,69.3,62.75,72.6,60.3,72.6,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1249,ARBWIND 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,448,76536,NULL,NULL,NULL,NULL,NULL
1250,MIDWIND 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,0.36,-0.36,0.72,-0.72,0.72,-0.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,449,77315,NULL,NULL,NULL,NULL,NULL
1251,CORRECTI 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,On,On,UseStationFlag,NULL,No,Yes,814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1252,SOUTHWIN 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,0.36,-0.36,0.72,-0.72,0.72,-0.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,450,60521,NULL,NULL,NULL,NULL,NULL
1253,NORTHWIN 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,0.36,-0.36,0.72,-0.72,0.72,-0.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,451,76499,NULL,NULL,NULL,NULL,NULL
1254,KARMA 115,Yes,Yes,Yes,115,Retain,NULL,Yes,121.8,110.2,127.6,104.4,127.6,104.4,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1,In/Out!In/Out!In/Out,Normal!Normal!Normal,NULL!NULL!NULL,999!106!50,NULL!NULL!NULL,1!2!3,196638!196632!196644,NULL,NULL,NULL,NULL,NULL
1255,PERKINS 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1256,HASSAYAM 500,Yes,Yes,Yes,525,Retain,NULL,Yes,564.38,485.63,577.5,472.5,590.625,459.38,1,1,1,On,Off,On,Off,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,Off,UseStationFlag,NULL,No,Yes,595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,3480!3505,200490!200491,NULL,NULL,NULL,NULL,NULL
1257,WINDHUB 13,Yes,Yes,Yes,13.8,Retain,NULL,Yes,15.18,12.42,15.18,12.42,15.18,12.42,1,1,1,Off,Off,Off,Off,0.414,-0.414,0.828,-0.828,0.828,-0.828,1,1,Off,Off,UseStationFlag,NULL,No,Yes,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1258,WHIRLWIN 500,Yes,Yes,Yes,525,Retain,NULL,Yes,551.25,498.75,577.5,472.5,577.5,472.5,1,1,1,On,On,On,On,15.75,-15.75,31.5,-31.5,31.5,-31.5,1,1,On,On,UseStationFlag,NULL,No,Yes,774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL!NULL,50!999!2!999!50!6!8,NULL!NULL!NULL!NULL!NULL!NULL!NULL,165!166!167!168!169!171!172,217568!217564!217556!217579!217588!226033!125676,Out!Out,999!50,1!2,300594!300595,311002
1259,ANTELOPE 2AA,Yes,Yes,Yes,1,Retain,NULL,Yes,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,Off,Off,Off,Off,0.03,-0.03,0.06,-0.06,0.06,-0.06,1,1,Off,Off,UseStationFlag,NULL,No,Yes,602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1260,SUNCREST 220,Yes,Yes,Yes,230,Retain,NULL,Yes,247.25,212.75,253,207,258.75,201.25,1,1,1,On,Off,On,Off,6.9,-6.9,13.8,-13.8,13.8,-13.8,1,1,On,Off,UseStationFlag,NULL,No,Yes,156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,999!50,NULL!NULL,1!2,2937!2936,NULL,NULL,NULL,NULL,NULL
1261,TAP 114,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,On,On,UseStationFlag,NULL,No,Yes,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out,999,1,300341,NULL
