ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
23298,DMS_CENTER_NO1_CAPS_SW             ,StateQ            ,1,             ,15,142766,              ,             ,           ,          ,   ,               ,
23299,DMS_CENTER_NO2_CAPS_CONT           ,StateQ            ,1,             ,15,142775,              ,             ,           ,          ,   ,               ,
23286,DMS_CENTER_NO2_CAPS_KV             ,RealQ             ,1,             ,15,              ,138715,             ,           ,          ,   ,               ,
23300,DMS_CENTER_NO2_CAPS_LO_RSET        ,StateQ            ,1,             ,15,142774,              ,             ,           ,          ,   ,               ,
23301,DMS_CENTER_NO2_CAPS_SW             ,StateQ            ,1,             ,15,142773,              ,             ,           ,          ,   ,               ,
23279,DMS_CENTER_NO5_BK_KV_BC            ,RealQ             ,1,             ,15,              ,138695,             ,           ,          ,   ,               ,
23280,DMS_CENTER_NO5_BK_MVAR             ,RealQ             ,1,             ,15,              ,138693,             ,           ,          ,   ,               ,
23281,DMS_CENTER_NO5_BK_MW               ,RealQ             ,1,             ,15,              ,138692,             ,           ,          ,   ,               ,
23302,DMS_CENTER_NO5_CAPS_CONT           ,StateQ            ,1,             ,15,142340,              ,             ,           ,          ,   ,               ,
23287,DMS_CENTER_NO5_CAPS_KV             ,RealQ             ,1,             ,15,              ,1269,             ,           ,          ,   ,               ,
23303,DMS_CENTER_NO5_CAPS_LO_RSET        ,StateQ            ,1,             ,15,150793,              ,             ,           ,          ,   ,               ,
23304,DMS_CENTER_NO5_CAPS_SW             ,StateQ            ,1,             ,15,150792,              ,             ,           ,          ,   ,               ,
23282,DMS_CENTER_NO6_BK_KV_BC            ,RealQ             ,1,             ,15,              ,138705,             ,           ,          ,   ,               ,
23283,DMS_CENTER_NO6_BK_MVAR             ,RealQ             ,1,             ,15,              ,138703,             ,           ,          ,   ,               ,
23284,DMS_CENTER_NO6_BK_MW               ,RealQ             ,1,             ,15,              ,138702,             ,           ,          ,   ,               ,
23305,DMS_CENTER_NO6_CAPS_CONT           ,StateQ            ,1,             ,15,142345,              ,             ,           ,          ,   ,               ,
23288,DMS_CENTER_NO6_CAPS_KV             ,RealQ             ,1,             ,15,              ,1270,             ,           ,          ,   ,               ,
23306,DMS_CENTER_NO6_CAPS_LO_RSET        ,StateQ            ,1,             ,15,142344,              ,             ,           ,          ,   ,               ,
23307,DMS_CENTER_NO6_CAPS_SW             ,StateQ            ,1,             ,15,142343,              ,             ,           ,          ,   ,               ,
23289,DMS_CENTER_PELLET_MVAR             ,RealQ             ,1,             ,15,              ,138770,             ,           ,          ,   ,               ,
23290,DMS_CENTER_RED_FLAG_MVAR           ,RealQ             ,1,             ,15,              ,138765,             ,           ,          ,   ,               ,
23291,DMS_CENTER_RIFLE_MVAR              ,RealQ             ,1,             ,15,              ,138725,             ,           ,          ,   ,               ,
23292,DMS_CENTER_SHOTGUN_MVAR            ,RealQ             ,1,             ,15,              ,2501,             ,           ,          ,   ,               ,
23293,DMS_CENTER_TATTOO_MVAR             ,RealQ             ,1,             ,15,              ,138755,             ,           ,          ,   ,               ,
23294,DMS_CENTER_TEXAS_MVAR              ,RealQ             ,1,             ,15,              ,138775,             ,           ,          ,   ,               ,
23295,DMS_CENTER_TIGER_MVAR              ,RealQ             ,1,             ,15,              ,138720,             ,           ,          ,   ,               ,
23267,DMS_CHESTNT_NO1_CAPS_CONT          ,StateQ            ,1,             ,15,255840,              ,             ,           ,          ,   ,               ,
23268,DMS_CHESTNT_NO1_CAPS_LO_RSET       ,StateQ            ,1,             ,15,255839,              ,             ,           ,          ,   ,               ,
23269,DMS_CHESTNT_NO2_CAPS_CONT          ,StateQ            ,1,             ,15,255844,              ,             ,           ,          ,   ,               ,
23270,DMS_CHESTNT_NO2_CAPS_LO_RSET       ,StateQ            ,1,             ,15,255843,              ,             ,           ,          ,   ,               ,
23271,DMS_CHESTNT_NO4_CAPS_CONT          ,StateQ            ,1,             ,15,11896,              ,             ,           ,          ,   ,               ,
23272,DMS_CHESTNT_NO4_CAPS_LO_RSET       ,StateQ            ,1,             ,15,11895,              ,             ,           ,          ,   ,               ,
32271,DMS_MODENA_BORNEO_IB               ,RealQ             ,1,             ,33,              ,121077,             ,           ,          ,   ,               ,
32211,DMS_MODENA_BORNEO_REC              ,StateQ            ,1,             ,32,179507,              ,             ,           ,          ,   ,               ,
32212,DMS_MODENA_CHINA_CB                ,StateQ            ,1,             ,32,179475,              ,             ,           ,          ,   ,               ,
32272,DMS_MODENA_CHINA_IB                ,RealQ             ,1,             ,33,              ,121056,             ,           ,          ,   ,               ,
32213,DMS_MODENA_CHINA_REC               ,StateQ            ,1,             ,32,179476,              ,             ,           ,          ,   ,               ,
32214,DMS_MODENA_IRAN_CB                 ,StateQ            ,1,             ,32,179461,              ,             ,           ,          ,   ,               ,
32273,DMS_MODENA_IRAN_IB                 ,RealQ             ,1,             ,33,              ,121046,             ,           ,          ,   ,               ,
32215,DMS_MODENA_IRAN_REC                ,StateQ            ,1,             ,32,179462,              ,             ,           ,          ,   ,               ,
32216,DMS_MODENA_ISRAEL_CB               ,StateQ            ,1,             ,32,179527,              ,             ,           ,          ,   ,               ,
32274,DMS_MODENA_ISRAEL_IB               ,RealQ             ,1,             ,33,              ,121092,             ,           ,          ,   ,               ,
32217,DMS_MODENA_ISRAEL_REC              ,StateQ            ,1,             ,32,179528,              ,             ,           ,          ,   ,               ,
32218,DMS_MODENA_KOREA_CB                ,StateQ            ,1,             ,32,179489,              ,             ,           ,          ,   ,               ,
32275,DMS_MODENA_KOREA_IB                ,RealQ             ,1,             ,33,              ,121066,             ,           ,          ,   ,               ,
32219,DMS_MODENA_KOREA_REC               ,StateQ            ,1,             ,32,179490,              ,             ,           ,          ,   ,               ,
32220,DMS_MODENA_NEPAL_CB                ,StateQ            ,1,             ,32,180084,              ,             ,           ,          ,   ,               ,
32276,DMS_MODENA_NEPAL_IB                ,RealQ             ,1,             ,33,              ,114997,             ,           ,          ,   ,               ,
32221,DMS_MODENA_NEPAL_REC               ,StateQ            ,1,             ,32,180085,              ,             ,           ,          ,   ,               ,
32222,DMS_MODENA_SIAM_CB                 ,StateQ            ,1,             ,32,179482,              ,             ,           ,          ,   ,               ,
32277,DMS_MODENA_SIAM_IB                 ,RealQ             ,1,             ,33,              ,121061,             ,           ,          ,   ,               ,
32223,DMS_MODENA_SIAM_REC                ,StateQ            ,1,             ,32,179483,              ,             ,           ,          ,   ,               ,
32224,DMS_OCEANVW_STANDARD_CB            ,StateQ            ,1,             ,32,181150,              ,             ,           ,          ,   ,               ,
32278,DMS_OCEANVW_STANDARD_IB            ,RealQ             ,1,             ,33,              ,121600,             ,           ,          ,   ,               ,
32225,DMS_OCEANVW_STANDARD_REC           ,StateQ            ,1,             ,32,181151,              ,             ,           ,          ,   ,               ,
32226,DMS_PARKWD_GUM_CB                  ,StateQ            ,1,             ,32,180395,              ,             ,           ,          ,   ,               ,
32279,DMS_PARKWD_GUM_IB                  ,RealQ             ,1,             ,33,              ,121307,             ,           ,          ,   ,               ,
32227,DMS_PARKWD_GUM_REC                 ,StateQ            ,1,             ,32,180396,              ,             ,           ,          ,   ,               ,
32280,DMS_PLACENTI_FINALS_IB             ,RealQ             ,1,             ,33,              ,127336,             ,           ,          ,   ,               ,
32229,DMS_PLACENTI_FINALS_REC            ,StateQ            ,1,             ,32,196364,              ,             ,           ,          ,   ,               ,
32281,DMS_PLACENTI_TEACHER_IB            ,RealQ             ,1,             ,33,              ,127341,             ,           ,          ,   ,               ,
32231,DMS_PLACENTI_TEACHER_REC           ,StateQ            ,1,             ,32,196372,              ,             ,           ,          ,   ,               ,
32282,DMS_PLACENTI_TUITION_IB            ,RealQ             ,1,             ,33,              ,127392,             ,           ,          ,   ,               ,
32233,DMS_PLACENTI_TUITION_REC           ,StateQ            ,1,             ,32,196456,              ,             ,           ,          ,   ,               ,
32234,DMS_SLATER_CHARGERS_CB             ,StateQ            ,1,             ,32,190291,              ,             ,           ,          ,   ,               ,
32283,DMS_SLATER_CHARGERS_IB             ,RealQ             ,1,             ,33,              ,124822,             ,           ,          ,   ,               ,
32235,DMS_SLATER_CHARGERS_REC            ,StateQ            ,1,             ,32,190292,              ,             ,           ,          ,   ,               ,
32236,DMS_SLATER_GREENBAY_CB             ,StateQ            ,1,             ,32,190253,              ,             ,           ,          ,   ,               ,
32284,DMS_SLATER_GREENBAY_IB             ,RealQ             ,1,             ,33,              ,124796,             ,           ,          ,   ,               ,
32237,DMS_SLATER_GREENBAY_REC            ,StateQ            ,1,             ,32,190254,              ,             ,           ,          ,   ,               ,
32238,DMS_SLATER_RAIDERS_CB              ,StateQ            ,1,             ,32,2837,              ,             ,           ,          ,   ,               ,
32285,DMS_SLATER_RAIDERS_IB              ,RealQ             ,1,             ,33,              ,1027,             ,           ,          ,   ,               ,
32239,DMS_SLATER_RAIDERS_REC             ,StateQ            ,1,             ,32,2838,              ,             ,           ,          ,   ,               ,
32240,DMS_SLATER_RAMS_CB                 ,StateQ            ,1,             ,32,190270,              ,             ,           ,          ,   ,               ,
32286,DMS_SLATER_RAMS_IB                 ,RealQ             ,1,             ,33,              ,124807,             ,           ,          ,   ,               ,
32241,DMS_SLATER_RAMS_REC                ,StateQ            ,1,             ,32,190271,              ,             ,           ,          ,   ,               ,
32242,DMS_SLATER_SAINTS_CB               ,StateQ            ,1,             ,32,11796,              ,             ,           ,          ,   ,               ,
32287,DMS_SLATER_SAINTS_IB               ,RealQ             ,1,             ,33,              ,68017,             ,           ,          ,   ,               ,
32243,DMS_SLATER_SAINTS_REC              ,StateQ            ,1,             ,32,11797,              ,             ,           ,          ,   ,               ,
32244,DMS_SULLIVAN_WILLETS_CB            ,StateQ            ,1,             ,32,194640,              ,             ,           ,          ,   ,               ,
32288,DMS_SULLIVAN_WILLETS_IB            ,RealQ             ,1,             ,33,              ,126558,             ,           ,          ,   ,               ,
32245,DMS_SULLIVAN_WILLETS_REC           ,StateQ            ,1,             ,32,194641,              ,             ,           ,          ,   ,               ,
32246,DMS_VERA_PONTIAC_CB                ,StateQ            ,1,             ,32,193906,              ,             ,           ,          ,   ,               ,
32289,DMS_VERA_PONTIAC_IB                ,RealQ             ,1,             ,33,              ,126176,             ,           ,          ,   ,               ,
32247,DMS_VERA_PONTIAC_REC               ,StateQ            ,1,             ,32,193907,              ,             ,           ,          ,   ,               ,
32248,DMS_VILLAPK_FAIRWAY_CB             ,StateQ            ,1,             ,32,197894,              ,             ,           ,          ,   ,               ,
32290,DMS_VILLAPK_FAIRWAY_IB             ,RealQ             ,1,             ,33,              ,128035,             ,           ,          ,   ,               ,
32249,DMS_VILLAPK_FAIRWAY_REC            ,StateQ            ,1,             ,32,197895,              ,             ,           ,          ,   ,               ,
32250,DMS_VILLAPK_HANDY_CB               ,StateQ            ,1,             ,32,197864,              ,             ,           ,          ,   ,               ,
